2452254.261	11.05
2452264.362	10.61
2452513.7	11.2
2452824	11
2452855.9	11.5
2452898.7	11.3
2452914.7	11.3
2452936.7	11.1
2453237.432	10.685
2453303.269	10.975
2453329.522	10.87
2453487.897	10.796
2453496.859	10.72
2453503.889	10.771
2453510.807	10.836333
2453512.501	10.842333
2453521.379	10.86
2453527.302	10.8545
2453534.878	10.857
2453536.732	10.844
2453539.723	10.874
2453562.883	11.1
2453570.945	11.1
2453582.943	11.1
2453625.837	11.3
2453631.257	11.1
2453651.328	10.985
2453655.779	11.1
2453671.725	11.1
2453853.839	11.4
2453909.486	10.74
2454008.7	11.2
2454010.79	10.7
2454317.667	10.882
2454321.744	10.886
2454324.646	10.866
2454328.788	10.8725
2454332.769	10.858
2454356.868	11
2454370.825	11
2454390.773	11
2454401.743	11.1
2454526.006	11.2
2454652.499	11.01
2454666.42	11.05
2454677.434	10.99
2454704.47	10
2454705.48	9.9
2454709.55	9.8
2454710.514	9.919913
2454711.327	9.685111
2454712.278	9.696502
2454713.542	9.624994
2454714.343	9.680527
2454715.644	9.605329
2454716.755	9.5685
2454718.374	9.618
2454719.318	9.871831
2454719.846	9.673262
2454721.696	9.54829
2454723.678	9.5176
2454724.401	9.561857
2454725.685	9.580462
2454726.802	9.538143
2454727.765	9.537562
2454728.869	9.56312
2454729.724	9.561316
2454730.881	9.6277
2454731.948	9.543843
2454733.008	9.56885
2454734.296	9.576578
2454734.901	9.540605
2454735.74	9.550571
2454737.38	9.59025
2454738.686	9.505091
2454739.805	9.5271
2454741.293	9.775603
2454742.374	9.5265
2454742.795	9.521217
2454745.257	9.871
2454745.979	9.5559
2454747.172	9.585692
2454748.359	9.580691
2454749.286	9.616467
2454750.539	9.563978
2454751.521	9.569432
2454752.728	9.604
2454753.659	9.525617
2454754.691	9.537889
2454755.78	9.5168
2454756.802	9.558556
2454757.693	9.567647
2454758.693	9.536723
2454760.26	9.553667
2454760.951	9.5599
2454761.935	9.576727
2454763.066	9.572
2454763.843	9.567
2454765.619	9.495571
2454766.624	9.616429
2454767.937	9.531556
2454768.953	9.584111
2454769.736	9.746711
2454770.991	9.682375
2454772.194	9.6023
2454773.272	9.581444
2454774.38	9.631889
2454774.704	9.6
2454777.765	9.557714
2454778.91	9.567714
2454779.659	9.58675
2454781.783	9.644667
2454782.784	9.618
2454783.801	9.574
2454784.962	9.5955
2454785.969	9.6085
2454787.122	9.600167
2454788.226	9.631
2454789.543	9.8805
2454790.428	9.777636
2454791.353	9.674571
2454792.461	9.6775
2454793.755	9.744833
2454794.596	9.741
2454796.536	10.0072
2454799.868	9.804
2454800.779	9.740333
2454801.943	9.702833
2454802.643	9.702667
2454804.615	9.6958
2454806.6	9.6845
2454807.618	9.71175
2454809.41	9.8
2454810.587	9.733667
2454811.602	9.7165
2454812.604	9.68425
	
2454821.902	9.676333
2454822.612	9.642
2454829.589	9.644333
2454980.745	9.976
2454985.644	10.016
2454987.693	9.994
2454991.729	9.995
2454995.66	10
2454996.674	9.983
2454999.18	9.98
2455000.677	9.966
2455011.692	10.156667
2455019.639	10.227
2455023.953	10.214
2455026.001	10.19425
2455028.612	10.3125
2455032.651	10.317857
2455038.967	10.336
2455043.975	10.374333
2455052.47	10.3
2455055.994	10.315
2455067.615	10.4045
2455080.655	10.304
2455086.57	10.391375
2455089.642	10.388
2455094.627	10.433
2455096.616	10.4992
2455100.6	10.494
2455128.358	10.35
2455130.562	10.444
2455392.847	10.611
2455397.584	10.591
2455400.818	10.613
2455404.763	10.416
2455408.816	10.314
2455410.638	10.292
2455412.791	10.298
2455414.426	10.284667
2455416.825	10.234
2455420.254	10.2235
2455422.083	10.216
2455423.79	10.208
2455425.58	10.1815
2455426.759	10.177
2455428.017	10.1702
2455429.329	10.1115
2455431.137	9.9814
2455433.163	9.8278
2455434.213	9.8204
2455435.533	9.861727
2455436.555	9.8013
2455438.68	9.930529
2455439.325	9.94425
2455440.106	9.961481
2455441.607	10.027068
2455442.175	10.041974
2455442.808	10.064026
2455443.77	10.093
2455445.334	10.140732
2455445.828	10.12572
2455447.637	10.1735
2455449.712	10.2395
2455450.978	10.264714
2455452.154	10.2773
2455452.769	10.306
2455454.783	10.3754
2455455.763	10.381686
2455457.668	10.500636
2455458.41	10.527529
2455459.252	10.5465
2455460.482	10.583
2455462.654	10.728
2455464.342	10.779333
2455465.924	10.893
2455467.51	10.9582
2455468.55	10.976375
2455469.696	11.016
2455471.052	11.0482
2455472.398	11.053714
2455473.696	11.02
2455475.601	11.08675
2455477.241	11.1145
2455478.826	11.133333
2455479.811	11.129667
2455480.936	11.151333
2455482.478	11.1558
2455483.491	11.169045
2455484.583	11.165006
2455485.683	11.161
2455487.684	11.130024
2455489.084	11.141667
2455490.553	11.130042
2455491.02	11.101192
2455491.749	11.081935
2455492.647	11.097757
2455494.301	11.0965
2455495.57	11.112
2455496.484	11.078625
2455497.76	11.034
2455499.659	11.023389
2455499.765	10.9816
2455502.895	10.992857
