2457334.60928;7.229;V;JM;1
2457335.55203;6.779;V;DMPA;1
2457335.5747;6.79;V;PSD;1
2457335.60904;6.848;V;JM;1
2457336.57458;6.824;V;PSD;1
2457336.64575;6.837;V;JM;1
2457337.57532;7.303;V;PSD;1
2457338.57392;7.077;V;PSD;1
2457338.60898;7.12;V;JM;1
2457339.58196;7.132;V;PSD;1
2457339.60575;7.096;V;JM;1
2457341.58375;6.989;V;PSD;1
2457344.57465;6.967;V;PSD;1
2457344.59046;7.114;V;SBL;1
2457344.59591;7.028;V;SBL;1
2457344.60209;7.011;V;SBL;1
2457344.60678;7.099;V;SBL;1
2457344.61402;7.138;V;JM;1
2457345.61603;6.611;V;JM;1
2457346.58288;6.745;V;PSD;1
2457347.55466;6.973;V;DMPA;1
2457347.56476;7.092;V;SBL;1
2457347.56929;7.043;V;SBL;1
2457347.57356;7.011;V;SBL;1
2457347.57766;7.097;V;SBL;1
2457347.59861;7.002;V;JM;1
2457348.59845;6.997;V;JM;1
2457349.57442;6.972;V;PSD;1
2457349.57708;6.995;V;SBL;1
2457349.58123;7.007;V;SBL;1
2457349.58535;7.052;V;SBL;1
2457349.58948;7.106;V;SBL;1
2457349.59404;7.176;V;SBL;1
2457350.55375;6.967;V;SBL;1
2457350.55784;6.918;V;SBL;1
2457350.5619;6.937;V;SBL;1
2457350.56609;7.083;V;SBL;1
2457350.57034;7.025;V;SBL;1
2457350.58456;6.981;V;PSD;1
2457350.5989;6.948;V;JM;1
2457351.55373;6.773;V;SBL;1
2457351.55786;6.784;V;SBL;1
2457351.56205;6.873;V;SBL;1
2457351.5661;6.917;V;SBL;1
2457351.57043;6.967;V;SBL;1
2457352.58381;7.146;V;PSD;1
2457354.74792;6.7;V;LMK;1
2457356.5805;7.085;V;PSD;1
2457357.57512;7.086;V;PSD;1
2457374.57991;7.261;V;PSD;1
2457391.51454;7.093;V;DMPA;1
2457413.08676;7.657;V;SGEA;1
2457415.07671;7.465;V;SGEA;1
2457423.07044;7.586;V;SGEA;1
2457423.07102;7.594;V;SGEA;1
2457424.0648;7.508;V;SGEA;1
2457425.06161;7.52;V;SGEA;1
2457426.04638;7.551;V;SGEA;1
2457426.04685;7.537;V;SGEA;1
2457427.06806;7.453;V;SGEA;1
2457427.0686;7.437;V;SGEA;1
2457428.04719;7.524;V;SGEA;1
2457428.04763;7.526;V;SGEA;1
2457430.04319;7.421;V;SGEA;1
2457430.04363;7.421;V;SGEA;1
2457431.03223;7.481;V;SGEA;1
2457431.03271;7.417;V;SGEA;1
2457433.02756;7.461;V;SGEA;1
2457433.02803;7.446;V;SGEA;1
2457438.01417;7.306;V;SGEA;1
2457439.01031;7.315;V;SGEA;1
2457439.01079;7.328;V;SGEA;1
2457442.00282;7.343;V;SGEA;1
2457442.0033;7.345;V;SGEA;1
2457443.01133;7.289;V;JM;1
2457444.00068;7.316;V;SGEA;1
2457444.00105;7.318;V;SGEA;1
2457444.99326;7.369;V;JM;1
2457445.9911;7.368;V;SGEA;1
2457445.99153;7.357;V;SGEA;1
2457445.99347;7.364;V;JM;1
2457446.98833;7.386;V;SGEA;1
2457446.98876;7.421;V;SGEA;1
2457447.76975;7.149;V;SBL;1
2457447.77119;6.708;V;SBL;1
2457447.77265;6.9;V;SBL;1
2457447.98558;7.325;V;JM;1
2457447.98625;7.332;V;SGEA;1
2457447.98692;7.361;V;SGEA;1
2457448.98326;7.369;V;SGEA;1
2457448.98435;7.418;V;SGEA;1
2457448.9962;7.388;V;JM;1
2457449.99263;7.422;V;SGEA;1
2457449.99304;7.42;V;SGEA;1
2457449.99579;7.41;V;JM;1
2457452.05539;7.297;V;SGEA;1
2457452.0558;7.307;V;SGEA;1
2457454.79389;7.245;V;SBL;1
2457457.9823;7.15;V;OCN;1
2457457.98584;5.934;V;JM;1
2457458.97285;6.964;V;JM;1
2457458.99528;6.986;V;JM;1
2457459.78289;7.146;V;SBL;1
2457461.96007;7.07;V;JM;1
2457461.98252;7.014;V;JM;1
2457462.03853;7.044;V;SGEA;1
2457462.03896;7.006;V;SGEA;1
2457462.96837;6.993;V;JM;1
2457462.99097;6.997;V;JM;1
2457464.0022;6.84;V;OCN;1
2457464.96535;6.915;V;JM;1
2457464.98777;6.84;V;JM;1
2457465.00567;6.907;V;SGEA;1
2457465.00605;6.905;V;SGEA;1
2457465.95362;7.152;V;JM;1
2457465.97631;6.91;V;JM;1
2457466.03027;7.028;V;SGEA;1
2457466.03064;7.009;V;SGEA;1
2457466.77196;7.117;V;SBL;1
2457467.00681;7.075;V;SGEA;1
2457467.00726;7.058;V;SGEA;1
2457467.93454;6.995;V;JM;1
2457467.96925;7.026;V;JM;1
2457468.0188;7.056;V;SGEA;1
2457468.01914;7.058;V;SGEA;1
2457468.93032;7.009;V;JM;1
2457468.96488;7.018;V;JM;1
2457469.95262;6.828;V;SGEA;1
2457469.95295;6.832;V;SGEA;1
2457471.01128;6.985;V;SGEA;1
2457471.01167;6.993;V;SGEA;1
2457471.92396;7.037;V;SGEA;1
2457471.92431;7.032;V;SGEA;1
2457473.91926;6.823;V;SGEA;1
2457473.92028;6.803;V;SGEA;1
2457474.92575;6.729;V;JM;1
2457474.9484;6.801;V;JM;1
2457475.01806;6.768;V;SGEA;1
2457475.01844;6.758;V;SGEA;1
2457475.9123;6.791;V;JM;1
2457475.94708;6.868;V;JM;1
2457477.73398;6.919;V;SBL;1
2457477.73667;6.927;V;SBL;1
2457477.73912;6.944;V;SBL;1
2457477.74168;7.002;V;SBL;1
2457477.74419;6.972;V;SBL;1
2457477.90317;7.228;V;SGEA;1
2457477.9042;6.918;V;SGEA;1
2457480.00475;6.883;V;SGEA;1
2457480.00512;6.907;V;SGEA;1
2457480.89485;7.04;V;SGEA;1
2457480.89521;7.027;V;SGEA;1
2457481.9014;7.03;V;SGEA;1
2457481.90175;7.025;V;SGEA;1
2457481.91888;7.046;V;JM;1
2457481.94002;6.954;V;JM;1
2457481.98133;7.025;V;JM;1
2457482.90662;6.995;V;JM;1
2457482.92405;7.059;V;SGEA;1
2457482.92931;7.027;V;JM;1
2457482.97297;7.088;V;JM;1
2457483.91572;6.982;V;JM;1
2457483.92272;7.027;V;SGEA;1
2457483.92307;6.999;V;SGEA;1
2457483.96944;6.888;V;JM;1
2457484.72068;7.02;V;SBL;1
2457484.9355;6.927;V;SGEA;1
2457484.93652;6.955;V;SGEA;1
2457485.88894;6.942;V;SGEA;1
2457485.88997;6.949;V;SGEA;1
2457488.88672;7.099;V;JM;1
2457488.90912;7.058;V;JM;1
2457491.89227;6.977;V;JM;1
2457491.91485;6.994;V;JM;1
2457491.95848;7.115;V;JM;1
2457492.86326;7;V;JM;1
2457492.89814;7.059;V;JM;1
2457492.95181;6.966;V;JM;1
