2457114.879;2015 APR 2;11.034
2457122.929;2015 APR 10;10.973
2457126.934;2015 APR 14;10.93
2457144.906;2015 MAY 2;10.964
2457150.913;2015 MAY 8;10.989
2457156.903;2015 MAY 14;11.044
2457160.9;2015 MAY 18;11.045
2457164.9;2015 MAY 22;11.079
2457167.905;2015 MAY 25;11.108
2457170.896;2015 MAY 28;11.119
2457181.666;2015 JUN 8;11.046
2457219.443;2015 JUL 15;11.12
2457262.463;2015 AUG 27;11.237
2457271.483;2015 SEP 5;11.347
2457275.379;2015 SEP 9;11.271
2457290.352;2015 SEP 24;11.266
2457295.358;2015 SEP 29;11.358
2457296.929;2015 OCT 1;11.332
2457298.425;2015 OCT 2;11.317
2457303.397;2015 OCT 7;11.299
2457308.442;2015 OCT 12;11.257
2457313.491;2015 OCT 17;11.225
2457326.95;2015 OCT 31;11.24
2457338.476;2015 NOV 11;11.06
2457343.471;2015 NOV 16;11.009
2457358.54;2015 DEC 2;10.95
2457368.472;2015 DEC 11;10.896
2457374.471;2015 DEC 17;10.878
2457385.472;2015 DEC 28;10.78
2457426.973;2016 FEB 8;10.71
2457437.967;2016 FEB 19;10.711
2457450.963;2016 MAR 3;10.654
2457453.956;2016 MAR 6;10.618
2457459.453;2016 MAR 11;10.6265
2457462.957;2016 MAR 15;10.642
2457472.287;2016 MAR 24;10.695
2457479.935;2016 APR 1;10.692
2457487.926;2016 APR 9;10.687
2457490.931;2016 APR 12;10.656
2457502.915;2016 APR 24;10.669
2457505.914;2016 APR 27;10.653
2457514.907;2016 MAY 6;10.7
2457517.914;2016 MAY 9;10.721
2457528.901;2016 MAY 20;10.767
2457532.901;2016 MAY 24;10.769
2457561.262;2016 JUN 21;10.684
2457574.196;2016 JUL 4;10.689
2457576.903;2016 JUL 7;10.701
2457584.394;2016 JUL 14;10.67325
2457586.979;2016 JUL 17;10.676571
2457589.414;2016 JUL 19;10.65975
2457591.96;2016 JUL 22;10.649833
2457593.896;2016 JUL 24;10.648333
2457599.369;2016 JUL 29;10.63
2457628.442;2016 AUG 27;10.885
2457629.747;2016 AUG 29;10.853
2457639.427;2016 SEP 7;10.88
2457643.516;2016 SEP 12;10.881
2457659.264;2016 SEP 27;10.82
2457671.489;2016 OCT 9;10.869
2457681.046;2016 OCT 19;10.911
2457685.484;2016 OCT 23;10.925
2457695.563;2016 NOV 3;10.938
2457698.543;2016 NOV 6;10.937
2457708.468;2016 NOV 15;10.921
2457712.967;2016 NOV 20;10.984
2457718.469;2016 NOV 25;10.979
2457720.466;2016 NOV 27;10.962
2457727.471;2016 DEC 4;10.937
2457728.517;2016 DEC 6;10.942
2457738.477;2016 DEC 15;10.895
2457747.472;2016 DEC 24;10.916
2457804.965;2017 FEB 20;10.838
2457811.958;2017 FEB 27;10.847
2457830.937;2017 MAR 18;10.767
2457831.955;2017 MAR 19;10.773
2457838.937;2017 MAR 26;10.779
2457851.93;2017 APR 8;10.793
2457860.924;2017 APR 17;10.802
2457863.925;2017 APR 20;10.801
2457870.918;2017 APR 27;10.771
2457881.907;2017 MAY 8;10.725
2457887.904;2017 MAY 14;10.746
2457890.903;2017 MAY 17;10.726
2457900.675;2017 MAY 27;10.749
2457939.887;2017 JUL 5;10.881
2457940.902;2017 JUL 6;10.855
2457956.909;2017 JUL 22;10.911
2457972.542;2017 AUG 7;10.885
2457980.593;2017 AUG 15;10.884
2457996.306;2017 AUG 30;11.05
2458018.004;2017 SEP 21;11.185
2458029.501;2017 OCT 3;11.153
2458041.485;2017 OCT 14;11.17
2458051.478;2017 OCT 24;11.179
2458056.322;2017 OCT 29;11.171
