2456213.65391;10.854;V;CMJA;1
2456217.62271;10.743;V;CMJA;1
2456222.57497;10.76;V;CMJA;1
2456506.5;4;B;PNNA;1
2456546.64865;10.858;V;CMJA;1
2456914.8131;10.561;V;KNAA;1
2457275.47452;10.967;B;BDG;1
2457275.47509;10.039;V;BDG;1
2457285.465324;10.305;V;AAUA;1
2457289.455718;10.364;V;AAUA;1
2457312.588;11.038;V;FRL;1
2457314.366725;11.122;V;AAUA;1
2457319.6732;11.14;V;KNAA;1
2457328.376632;11.262;V;AAUA;1
2457338.7475;11.48;V;KNAA;1
2457412.26102;9.869;V;ATE;1
2457412.26264;9.865;V;ATE;1
2457412.26427;9.864;V;ATE;1
2457416.5306;10.373;V;BJFB;1
2457419.5369;10.321;V;BJFB;1
2457561.98576;8.112;V;SGEA;1
2457561.98622;8.122;V;SGEA;1
2457569.96955;8.351;V;SGEA;1
2457569.97014;8.378;V;SGEA;1
2457570.39751;9.615;B;SFRA;1
2457570.4;8.299;V;SFRA;1
2457573.88175;9.888;B;SFRA;1
2457573.89973;8.394;V;SFRA;1
2457574.98731;8.516;V;SGEA;1
2457574.98775;8.531;V;SGEA;1
2457575.99056;8.544;V;SGEA;1
2457575.99106;8.559;V;SGEA;1
2457582.36654;8.693;V;SFRA;1
2457582.98897;8.766;V;SGEA;1
2457582.98949;8.769;V;SGEA;1
2457583.99225;8.782;V;SGEA;1
2457583.99279;8.819;V;SGEA;1
2457584.98043;8.831;V;SGEA;1
2457584.98094;8.841;V;SGEA;1
2457585.97403;8.878;V;SGEA;1
2457585.97454;8.85;V;SGEA;1
2457587.96216;8.919;V;SGEA;1
2457587.9628;8.926;V;SGEA;1
2457588.35369;8.821;V;SFRA;1
2457589.98602;8.973;V;SGEA;1
2457589.98646;8.963;V;SGEA;1
2457591.96633;8.883;V;SFRA;1
2457595.32987;10.317;B;SFRA;1
2457595.33263;9.14;V;SFRA;1
2457595.33469;6.464;R;SFRA;1
2457596.99885;9.195;V;SGEA;1
2457596.99927;9.166;V;SGEA;1
2457597.98735;9.212;V;SGEA;1
2457597.98774;9.196;V;SGEA;1
2457601.31446;9.228;V;SFRA;1
2457604.86449;9.35;V;SGEA;1
2457604.86491;9.379;V;SGEA;1
2457605.96758;9.411;V;SGEA;1
2457605.96807;9.409;V;SGEA;1
2457607.00361;9.419;V;SGEA;1
2457607.00403;9.421;V;SGEA;1
2457614.27887;9.522;V;SFRA;1
2457623.25534;9.77;V;SFRA;1
2457624.84669;9.901;V;SGEA;1
2457625.91079;9.905;V;SGEA;1
2457625.91131;9.915;V;SGEA;1
2457628.91334;9.93;V;SGEA;1
2457628.91377;9.935;V;SGEA;1
2457658.79414;10.493;V;SGEA;1
2457658.79463;10.499;V;SGEA;1
2457662.72584;10.549;V;SGEA;1
2457662.72625;10.536;V;SGEA;1
2457662.75682;11.438;B;JM;1
2457662.75857;10.504;V;JM;1
2457662.7603;8.538;R;JM;1
2457662.76203;6.486;I;JM;1
2457663.74614;11.345;B;JM;1
2457663.74788;10.506;V;JM;1
2457663.74962;8.558;R;JM;1
2457663.75131;6.391;I;JM;1
2457665.77758;11.343;B;JM;1
2457665.77929;10.468;V;JM;1
2457665.78101;8.13;R;JM;1
2457665.78274;6.072;I;JM;1
2457667.75158;10.614;V;JM;1
2457667.75225;7.957;R;JM;1
2457667.75293;5.328;I;JM;1
2457667.75417;11.311;B;JM;1
2457673.68937;11.649;B;JM;1
2457673.68998;10.65;V;JM;1
2457673.69069;8.043;R;JM;1
2457673.69138;5.322;I;JM;1
2457676.75177;10.687;V;JM;1
2457676.75438;11.407;B;JM;1
2457676.75782;8.321;R;JM;1
2457676.75956;6.252;I;JM;1
2457678.7474;11.492;B;JM;1
2457678.74913;10.762;V;JM;1
2457678.75086;8.247;R;JM;1
2457678.75261;6.264;I;JM;1
2457679.74407;8.161;R;JM;1
2457679.74473;5.256;I;JM;1
2457679.74594;11.306;B;JM;1
2457679.74767;10.812;V;JM;1
2457687.66171;10.844;V;JM;1
2457687.6624;8.33;R;JM;1
2457687.6631;5.94;I;JM;1
2457687.66432;11.574;B;JM;1
2457688.66354;11.728;B;JM;1
2457688.66526;10.888;V;JM;1
2457688.66699;9.062;R;JM;1
2457688.66871;6.441;I;JM;1
2457691.67138;8.35;R;JM;1
2457691.67204;5.728;I;JM;1
2457691.67328;11.616;B;JM;1
2457691.67499;10.929;V;JM;1
2457692.67239;8.455;R;JM;1
2457692.6731;6.043;I;JM;1
2457692.67434;11.61;B;JM;1
2457692.67608;10.882;V;JM;1
2457698.67439;8.602;R;JM;1
2457698.67508;6.204;I;JM;1
2457698.67631;11.828;B;JM;1
2457698.67809;11.055;V;JM;1
2457701.6689;8.486;R;JM;1
2457701.66957;5.934;I;JM;1
2457701.67081;11.855;B;JM;1
2457701.67254;11.174;V;JM;1
2457704.8663;11.118;V;SFRA;1
2457705.04324;11.181;V;SFRA;1
2457705.67221;8.535;R;JM;1
2457705.67292;5.555;I;JM;1
2457705.67417;11.762;B;JM;1
2457705.67591;11.188;V;JM;1
2457706.66193;8.537;R;JM;1
2457706.66261;5.94;I;JM;1
2457706.66385;11.82;B;JM;1
2457706.6656;11.202;V;JM;1
2457706.7558;11.214;V;SFRA;1
2457713.65796;8.582;R;JM;1
2457713.65871;6.169;I;JM;1
2457713.66004;11.677;B;JM;1
2457713.66185;11.04;V;JM;1
2457714.72789;11.097;V;KNAA;1
2457714.72875;11.915;B;KNAA;1
2457738.61325;11.145;V;SFRA;1
2457743.64084;11.064;V;SFRA;1
2457757.02442;10.981;V;SFRA;1
2457762.0244;10.883;V;SFRA;1
2457767.0455;10.813;V;SFRA;1
2457767.73221;10.75;V;SFRA;1
2457772.71639;10.707;V;SFRA;1
2457774.02652;10.521;V;SFRA;1
2457929.42858;7.329;V;SFRA;1
2457934.41597;7.432;V;SFRA;1
2457959.9267;9.345;B;HMB;1
2457959.92697;9.346;B;HMB;1
2457959.92721;8.206;V;HMB;1
2457959.92737;8.219;V;HMB;1
2457960.92675;9.361;B;HMB;1
2457960.92701;9.359;B;HMB;1
2457960.92726;8.243;V;HMB;1
2457960.92742;8.265;V;HMB;1
2457961.9267;9.407;B;HMB;1
2457961.92697;9.413;B;HMB;1
2457961.92721;8.276;V;HMB;1
2457961.92738;8.282;V;HMB;1
2457963.92604;9.475;B;HMB;1
2457963.92632;9.442;B;HMB;1
2457963.92656;8.302;V;HMB;1
2457963.92674;8.287;V;HMB;1
2457964.92604;9.484;B;HMB;1
2457964.92631;9.506;B;HMB;1
2457964.92655;8.384;V;HMB;1
2457964.92671;8.372;V;HMB;1
2457965.92538;9.522;B;HMB;1
2457965.92566;9.526;B;HMB;1
2457965.9259;8.429;V;HMB;1
2457965.92606;8.444;V;HMB;1
2457966.92532;9.518;B;HMB;1
2457966.9256;9.544;B;HMB;1
2457966.92584;8.382;V;HMB;1
2457966.92601;8.38;V;HMB;1
2457967.32414;8.318;V;SFRA;1
2457967.32414;8.318;V;SFRA;1
2457967.92465;9.561;B;HMB;1
2457967.92493;9.543;B;HMB;1
2457967.92517;8.417;V;HMB;1
2457967.92534;8.415;V;HMB;1
2457968.92463;9.591;B;HMB;1
2457968.92491;9.606;B;HMB;1
2457968.92515;8.413;V;HMB;1
2457968.92531;8.41;V;HMB;1
2457969.92394;9.606;B;HMB;1
2457969.9242;9.596;B;HMB;1
2457969.92444;8.431;V;HMB;1
2457969.92461;8.43;V;HMB;1
2457970.92396;9.645;B;HMB;1
2457970.92422;9.62;B;HMB;1
2457970.92447;8.43;V;HMB;1
2457970.92463;8.452;V;HMB;1
2457971.92324;9.664;B;HMB;1
