2458026.77644;3.336;I;SAH
2458028.6472;9.673;V;SHS
2458043.68096;9.372;V;SAH
2458043.69375;5.878;R;SAH
2458043.70127;3.134;I;SAH
2458043.70651;10.297;B;SAH
2458048.5638;9.266;V;SHS
2458052.73347;2.968;I;SAH
2458052.73384;9.228;V;SAH
2458052.74347;10.195;B;SAH
2458052.75217;5.673;R;SAH
2458054.43556;11.099;B;BDG
2458054.43573;9.142;V;BDG
2458065.64997;8.696;V;SAH
2458065.68712;5.28;R;SAH
2458065.69604;9.881;B;SAH
2458065.75625;2.596;I;SAH
2458077.58628;7.986;V;SAH
2458077.5941;4.795;R;SAH
2458077.62772;2.246;I;SAH
2458077.63209;9.399;B;SAH
2458080.2872;7.664;V;VOL
2458084.3399;7.313;V;VOL
2458085.64774;1.882;I;SAH
2458085.64779;7.244;V;SAH
2458085.65468;4.614;R;SAH
2458085.65757;8.291;B;SAH
2458093.53584;6.074;V;SAH
2458093.54542;7.12;B;SAH
2458093.55126;3.806;R;SAH
2458093.55569;1.275;I;SAH
2458095.2248;5.899;V;VOL
2458095.226;5.89;V;VOL
2458097.56757;5.446;V;SAH
2458097.57143;5.967;B;SAH
2458097.57341;3.377;R;SAH
2458097.57655;1.016;I;SAH
2458099.3209;5.117;V;BDG
2458105.2035;4.455;V;VOL
2458107.55011;0.408;I;SAH
2458107.55577;5.522;B;SAH
2458107.57028;4.141;V;SAH
2458107.57382;2.466;R;SAH
2458111.50305;5.065;B;SAH
2458111.50709;3.836;V;SAH
2458111.51217;2.212;R;SAH
2458111.5257;0.216;I;SAH
2458112.3385;3.767;V;VOL
2458113.2806;3.719;V;VOL
2458117.22;3.654;V;VOL
2458117.2216;3.517;V;VOL
2458119.50283;4.724;B;SAH
2458119.50756;3.503;V;SAH
2458119.51201;2.002;R;SAH
2458119.51879;0.116;I;SAH
2458122.3073;3.499;V;VOL
2458122.3328;3.46;V;VOL
2458132.56298;4.666;B;SAH
2458132.56612;3.473;V;SAH
2458132.56927;1.945;R;SAH
2458132.57304;0.029;I;SAH
2458132.69216;3.432;V;SFRA
2458135.61138;3.428;V;SFRA
2458135.68022;3.338;V;SFRA
2458137.2563;3.346;V;VOL
2458138.2281;3.365;V;VOL
2458138.2294;3.364;V;VOL
2458139.52797;4.512;B;SAH
2458139.53181;3.326;V;SAH
2458139.53525;1.838;R;SAH
2458139.53885;-0.06;I;SAH
2458142.66536;3.364;V;SFRA
2458143.2201;3.351;V;VOL
2458147.64978;3.166;V;SFRA
2458148.2224;3.287;V;VOL
2458148.2236;3.317;V;VOL
2458150.2489;3.371;V;VOL
2458154.2933;3.343;V;VOL
2458154.50948;4.513;B;SAH
2458154.51334;3.26;V;SAH
2458154.51699;1.776;R;SAH
2458154.52115;-0.031;I;SAH
2458160.59809;4.615;B;SAH
2458160.60121;3.449;V;SAH
2458160.60549;1.935;R;SAH
2458160.61037;0.062;I;SAH
2458163.29266;3.148;V;BDG
2458174.59923;4.918;B;SAH
2458174.60451;3.523;V;SAH
2458174.60874;2.129;R;SAH
2458174.61652;0.179;I;SAH
2458175.2618;3.675;V;VOL
2458191.2504;4.251;V;VOL
2458322.88604;10.183;B;SAH
2458322.89722;9.283;V;SAH
2458322.90296;5.837;R;SAH
2458322.90735;3.169;I;SAH
2458341.8716;9.459;V;SAH
2458341.87654;6.005;R;SAH
2458341.88242;3.346;I;SAH
2458341.88805;10.73;B;SAH
2458371.6909;9.179;V;SHS
2458371.78897;9.388;V;SAH
2458371.79383;3.182;I;SAH
2458371.79933;5.897;R;SAH
2458371.80794;10.616;B;SAH
2458384.75333;9.077;V;SAH
2458384.75689;3.025;I;SAH
2458384.75933;5.646;R;SAH
2458384.77065;10.169;B;SAH
2458404.68816;8.645;V;SAH
2458404.69454;5.42;R;SAH
2458404.70438;2.832;I;SAH
2458404.70496;9.672;B;SAH
2458406.5868;8.529;V;SHS
2458409.68717;8.365;V;SAH
2458409.71657;5.199;R;SAH
2458409.73862;9.518;B;SAH
2458409.87157;2.78;I;SAH
2458410.71052;9.701;B;SFRA
2458410.71052;9.745;B;SFRA
2458411.19416;9.64;B;SFRA
2458411.6778;9.608;B;SFRA
2458416.71911;8.909;B;SFRA
2458417.65786;8.679;B;SFRA
2458419.68405;8.311;B;SFRA
2458425.71899;6.643;B;SAH
2458425.73476;1.282;I;SAH
2458425.74321;3.689;R;SAH
2458425.7474;5.68;V;SAH
2458427.4347;5.54;V;VOL
2458433.85124;0.87;I;SAH
2458433.85421;6.05;B;SAH
2458433.85769;4.793;V;SAH
2458433.86132;3.131;R;SAH
2458434.2677;4.705;V;VOL
2458434.2709;4.741;V;VOL
2458450.82904;0.504;I;SAH
2458450.83188;5.502;B;SAH
2458450.83611;2.464;R;SAH
2458450.83951;4.319;V;SAH
2458451.3312;3.953;V;VOL
2458457.337;3.879;V;VOL
2458457.3391;3.905;V;VOL
2458458.3348;3.895;V;VOL
2458459.55667;2.386;R;SAH
2458459.56143;0.388;I;SAH
2458459.56576;5.129;B;SAH
2458459.57865;3.879;V;SAH
2458461.3257;3.915;V;VOL
2458467.54812;5.213;B;SAH
2458467.55257;3.94;V;SAH
2458467.55885;2.422;R;SAH
2458467.56411;0.372;I;SAH
2458471.2025;4.074;V;VOL
2458471.2043;4.041;V;VOL
2458476.4388;4.159;V;SHS
2458479.2976;4.108;V;VOL
2458484.1912;4.197;V;VOL
2458486.399;4.252;V;VOL
2458486.4011;4.275;V;VOL
2458487.60107;0.436;I;SAH
2458487.62841;5.518;B;SAH
2458487.63384;4.26;V;SAH
2458487.63858;2.605;R;SAH
2458488.52242;5.548;B;SAH
2458488.52675;4.261;V;SAH
2458488.53139;2.601;R;SAH
2458488.53981;0.414;I;SAH
2458493.56015;5.568;B;SAH
2458493.5649;0.395;I;SAH
2458493.57146;2.622;R;SAH
2458493.57661;4.326;V;SAH
2458501.2004;4.587;V;VOL
2458501.56082;5.757;B;SFRA
2458501.56367;4.522;V;SFRA
2458502.2437;4.583;V;VOL
2458503.58621;5.857;B;SAH
2458503.58979;4.665;V;SAH
2458503.62296;2.788;R;SAH
2458503.63333;0.531;I;SAH
2458510.65575;6.01;B;SFRA
2458512.2755;4.895;V;VOL
2458514.51721;6.144;B;SAH
2458514.52117;4.925;V;SAH
2458514.52582;2.956;R;SAH
2458514.53036;0.618;I;SAH
2458515.64164;6.147;B;SFRA
2458520.236;5.095;V;VOL
2458520.2378;5.113;V;VOL
2458523.2288;5.246;V;VOL
2458523.5326;6.397;B;SAH
2458523.53616;5.213;V;SAH
2458523.54099;3.095;R;SAH
2458523.54427;0.73;I;SAH
2458530.52066;3.274;R;SAH
2458530.52414;0.836;I;SAH
2458530.52755;6.763;B;SAH
2458530.53096;5.46;V;SAH
2458538.518;5.483;V;SHS
2458668.95762;9.819;B;SFRA
2458669.96427;10.222;B;SFRA
2458694.88256;8.587;V;SAH
2458694.88851;5.298;R;SAH
2458694.89696;9.693;B;SAH
2458694.90287;2.688;I;SAH
2458699.409416;9.17;V;NADA
2458704.87219;8.546;V;SAH
2458704.87867;5.192;R;SAH
2458704.88819;9.663;B;SAH
2458704.89187;2.562;I;SAH
2458705.578;8.28;V;NADA
2458712.86724;2.447;I;SAH
2458712.88326;8.302;V;SAH
2458712.89167;4.966;R;SAH
2458712.90159;9.487;B;SAH
2458719.85542;2.235;I;SAH
2458719.86313;8.195;V;SAH
2458719.86912;4.857;R;SAH
2458719.87786;9.447;B;SAH
2458725.8047;7.885;V;SAH
2458725.81077;4.64;R;SAH
2458725.82208;9.259;B;SAH
2458725.82998;2.03;I;SAH
2458733.81926;4.337;R;SAH
2458733.82318;7.071;V;SAH
2458733.82542;1.63;I;SAH
2458733.83489;8.089;B;SAH
2458740.76673;6.037;V;SAH
2458740.77697;7.029;B;SAH
2458740.79293;1.217;I;SAH
2458740.79599;3.719;R;SAH
2458747.75111;5.312;B;SAH
2458747.75789;2.708;R;SAH
2458747.7613;0.594;I;SAH
2458747.7655;4.484;V;SAH
2458748.5434;4.356;V;VOL
2458752.83257;3.711;V;SAH
2458752.83608;2.203;R;SAH
2458752.84039;0.215;I;SAH
2458752.84367;5.079;B;SAH
2458757.6569;3.365;V;VOL
2458758.4027;3.266;V;VOL
2458760.72538;3.099;V;SAH
2458760.72909;1.741;R;SAH
2458760.73339;-0.087;I;SAH
2458760.73768;4.436;B;SAH
2458763.77576;4.29;B;SAH
2458763.78488;2.948;V;SAH
2458763.79;1.609;R;SAH
2458763.7972;-0.191;I;SAH
2458767.354;2.86;V;VOL
2458767.3879;2.942;V;VOL
2458773.2936;2.808;V;VOL
2458773.2963;2.866;V;VOL
2458773.6008;2.822;V;VOL
2458778.3106;2.754;V;VOL
2458778.5806;2.903;V;VOL
2458780.6146;2.998;V;VOL
2458781.357;2.805;V;VOL
2458781.3728;2.856;V;VOL
2458782.67442;-0.178;I;SAH
2458782.67915;4.182;B;SAH
2458782.68418;2.799;V;SAH
2458782.68845;1.497;R;SAH
2458783.4074;2.827;V;VOL
2458787.3685;2.88;V;VOL
2458788.65456;4.299;B;SAH
2458788.65834;2.995;V;SAH
2458788.66238;1.593;R;SAH
2458788.66649;-0.278;I;SAH
2458792.4019;3.109;V;VOL
2458795.378;3.251;V;VOL
2458795.3794;3.279;V;VOL
2458795.63385;1.784;R;SAH
2458795.63721;-0.031;I;SAH
2458795.64172;4.537;B;SAH
2458795.6452;3.251;V;SAH
2458802.2545;3.537;V;VOL
2458802.61929;3.58;V;SAH
2458802.62302;2.008;R;SAH
2458802.62709;0.055;I;SAH
2458802.63187;4.901;B;SAH
2458806.23;3.677;V;VOL
2458806.2312;3.69;V;VOL
2458810.59028;5.151;B;SAH
2458810.59576;3.879;V;SAH
2458810.60348;2.195;R;SAH
2458810.60768;0.139;I;SAH
2458818.2677;4.097;V;VOL
2458820.56146;5.456;B;SAH
2458820.56808;4.164;V;SAH
2458820.57237;2.32;R;SAH
2458820.57895;0.155;I;SAH
2458828.53993;2.527;R;SAH
2458828.54387;0.336;I;SAH
2458828.55329;4.425;V;SAH
2458828.56938;5.588;B;SAH
2458839.60668;2.656;R;SAH
2458839.6101;0.404;I;SAH
2458839.61389;4.613;V;SAH
2458839.61708;5.95;B;SAH
2458842.25069;4.709;V;GGC
2458843.26875;4.726;V;GGC
2458844.25764;4.823;V;GGC
2458845.55846;0.415;I;SAH
2458845.56246;6.129;B;SAH
2458845.57313;2.743;R;SAH
2458845.5772;4.766;V;SAH
2458846.32;4.61;V;PHG
2458846.32;6.32;B;PHG
2458846.32;3.62;R;PHG
2458863.61779;6.038;B;SAH
2458863.62135;4.845;V;SAH
2458863.62507;2.818;R;SAH
2458863.62861;0.457;I;SAH
2458869.49887;6.276;B;SAH
2458869.50331;4.892;V;SAH
2458869.50677;2.828;R;SAH
2458869.51122;0.532;I;SAH
2458890.50749;5.611;V;SAH
2458890.51199;3.351;R;SAH
2458890.51581;0.875;I;SAH
2458890.51651;6.595;B;SAH
2458901.52146;6.067;V;SAH
2458901.52154;3.636;R;SAH
2458901.52472;0.98;I;SAH
2458901.52736;6.928;B;SAH
2458901.5277;5.759;V;SHS
2459003.406;8.848;V;ZHAB
2459009.414;8.65;V;ZHAB
2459011.435;8.511;V;ZHAB
2459012.399;8.546;V;ZHAB
2459015.397;8.528;V;ZHAB
2459016.413;8.657;V;ZHAB
2459022.434;8.547;V;ZHAB
2459030.387;8.304;V;ZHAB
2459034.313;8.204;V;ZHAB
2459054.383;7.36;V;ZHAB
2459055.43;7.3;V;ZHAB
2459062.289;6.705;V;ZHAB
2459064.411;6.529;V;ZHAB
2459066.90421;1.46;I;SAH
2459066.90841;3.903;R;SAH
2459068.385;6.128;V;ZHAB
2459068.88321;6.083;V;SAH
2459068.89162;7.146;B;SAH
2459073.87367;3.554;R;SAH
2459073.87724;1.192;I;SAH
2459073.88095;5.674;V;SAH
2459073.88474;6.682;B;SAH
2459080.8326;5.876;B;SAH
2459080.85603;3.02;R;SAH
2459080.85969;1.022;I;SAH
2459080.86457;4.81;V;SAH
2459082.193;4.624;V;ZHAB
2459083.427;4.419;V;ZHAB
2459084.326;3.465;V;ZHAB
2459085.37;4.46;V;ZHAB
2459086.5928;4.317;V;VOL
2459086.5944;4.317;V;VOL
2459088.423;4.16;V;ZHAB
2459088.6008;4.147;V;VOL
2459088.6023;4.14;V;VOL
2459089.27;4.131;V;ZHAB
2459089.7555;4.318;V;SHS
2459090.279;4.08;V;ZHAB
2459091.437;3.954;V;ZHAB
2459091.81926;3.799;V;SAH
2459091.82295;2.471;R;SAH
2459091.83361;5.438;B;SAH
2459091.83739;0.624;I;SAH
2459092.374;4.05;V;ZHAB
2459092.5964;3.942;V;VOL
2459092.5979;3.97;V;VOL
2459093.411;3.99;V;ZHAB
2459094.423;3.9;V;ZHAB
2459094.6036;3.804;V;VOL
2459096.372;3.75;V;ZHAB
2459097.6309;3.657;V;VOL
2459100.5999;3.532;V;VOL
2459101.198;3.5;V;ZHAB
2459106.6448;3.343;V;VOL
2459106.6489;3.381;V;VOL
2459107.6135;3.279;V;VOL
2459107.6154;3.313;V;VOL
2459109.333;3.286;V;ZHAB
2459111.4328;3.197;V;VOL
2459111.4344;3.206;V;VOL
2459111.76056;4.726;B;SAH
2459111.76458;3.096;V;SAH
2459111.77477;1.937;R;SAH
2459111.77849;0.327;I;SAH
2459113.5506;3.199;V;VOL
2459113.5525;3.184;V;VOL
2459114.60972;3.329;V;KMWA
2459114.6191;3.294;V;VOL
2459114.621;3.28;V;VOL
2459115.424;3.261;V;ZHAB
2459116.368;3.311;V;ZHAB
2459117.83322;0.27;I;SAH
2459117.83695;4.749;B;SAH
2459117.84109;3.245;V;SAH
2459117.84443;1.887;R;SAH
2459121.117;3.183;V;ZHAB
2459122.12;3.1;V;ZHAB
2459123.086;3.14;V;ZHAB
2459128.6247;3.339;V;VOL
2459128.6263;3.352;V;VOL
2459129.12;3.344;V;ZHAB
2459129.7634;0.272;I;SAH
2459129.76899;4.966;B;SAH
2459129.77289;3.345;V;SAH
2459129.77807;1.984;R;SAH
2459130.6584;3.444;V;VOL
2459133.096;3.81;V;ZHAB
2459135.70368;3.414;V;SAH
2459135.71395;1.986;R;SAH
2459135.7247;0.26;I;SAH
2459135.72872;4.976;B;SAH
2459137.6302;3.505;V;VOL
2459137.6453;3.577;V;VOL
2459143.5667;3.618;V;VOL
2459144.5957;3.679;V;VOL
2459144.5983;3.652;V;VOL
2459147.4204;3.628;V;VOL
2459150.387;3.95;V;ZHAB
2459150.68184;2.139;R;SAH
2459150.6864;0.288;I;SAH
2459150.68865;5.304;B;SAH
2459150.69269;3.683;V;SAH
2459159.039;3.848;V;ZHAB
2459159.3192;3.954;V;VOL
2459159.6535;2.306;R;SAH
2459159.65862;0.335;I;SAH
2459159.66433;5.541;B;SAH
2459159.66959;3.966;V;SAH
2459161.5328;4.129;V;VOL
2459169.44201;4.262;V;KMWA
2459172.4622;4.494;V;VOL
2459172.464;4.491;V;VOL
2459174.57511;5.727;B;SAH
2459174.58812;4.431;V;SAH
2459174.59186;2.615;R;SAH
2459174.59599;0.517;I;SAH
2459175.4213;4.534;V;VOL
2459185.55818;6.388;B;SAH
2459185.56127;4.946;V;SAH
2459185.56548;2.939;R;SAH
2459185.5728;0.684;I;SAH
2459187.4506;5.252;V;SHS
2459191.40556;5.058;V;KMWA
2459209.47802;5.886;V;SAH
2459209.48628;3.874;R;SAH
2459209.4922;1.134;I;SAH
2459209.49435;7.013;B;SAH
2459237.2625;6.85;V;KMWA
2459258.27188;7.21;V;KMWA
