2457334.5457;7.684;V;PGD;1
2457335.33194;7.682;V;RZD;1
2457335.345231;7.575;V;AAUA;1
2457335.43197;7.611;V;AHM;1
2457335.5098;7.652;V;PGD;1
2457335.55256;7.618;V;PWD;1
2457335.59787;7.531;V;DMPA;1
2457339.24653;7.56;V;TIA;1
2457339.27986;7.57;V;TIA;1
2457341.47233;7.548;V;AHM;1
2457343.43825;7.576;V;AHM;1
2457343.82616;7.499;V;SBL;1
2457343.8267;7.524;V;SBL;1
2457343.82723;7.528;V;SBL;1
2457344.54506;7.568;V;PWD;1
2457344.55889;7.536;V;SBL;1
2457345.26389;7.52;V;TIA;1
2457347.53236;7.506;V;SBL;1
2457349.53685;7.608;V;PWD;1
2457349.55419;7.576;V;SBL;1
2457350.43891;7.605;V;AHM;1
2457350.53109;7.59;V;SBL;1
2457351.53024;7.634;V;SBL;1
2457356.42624;7.686;V;AHM;1
2457358.53297;7.752;V;SBL;1
2457359.68635;7.761;V;SBL;1
2457360.5902;7.743;V;SBL;1
2457360.68391;7.801;V;PWD;1
2457361.52065;7.803;V;SBL;1
2457361.68216;7.741;V;SBL;1
2457362.42292;7.81;V;AHM;1
2457363.53324;7.855;V;PWD;1
2457366.31795;7.903;V;RZD;1
2457368.24226;7.857;V;BDG;1
2457368.54523;7.859;V;SBL;1
2457370.53972;7.923;V;PWD;1
2457372.44258;7.941;V;AHM;1
2457372.65426;7.931;V;SGEA;1
2457372.65509;7.93;V;SGEA;1
2457373.53735;7.958;V;PWD;1
2457374.64949;7.87;V;SBL;1
2457375.53882;8.008;V;PWD;1
2457376.43462;7.958;V;AHM;1
2457377.64174;7.873;V;SBL;1
2457381.33941;7.879;V;BDG;1
2457386.19097;7.98;V;TIA;1
2457386.63686;8.022;V;SGEA;1
2457391.54216;8.012;V;PWD;1
2457395.53735;8.1;V;PWD;1
2457402.54038;8.062;V;PWD;1
2457404.54537;8.018;V;PWD;1
2457407.48043;8.128;V;FRL;1
2457409.54454;8.211;V;PWD;1
2457410.54481;8.135;V;PWD;1
2457484.88481;8.388;V;SBL;1
2457484.93128;8.349;V;CMP;1
2457494.01556;8.398;V;SGEA;1
2457499.9981;8.384;V;SGEA;1
2457499.99866;8.391;V;SGEA;1
2457502.85583;8.372;V;SBL;1
2457506.83638;8.482;V;SBL;1
2457534.99029;8.443;V;SGEA;1
