dumb;star_name_string;date;time;jd;observer;site;resolution;lambda_min;lambda_max;file;image;last_update;comment
0;2massj01093484-0800329;2020-11-30;0:46;59183.449;VLZ;SSO-FR;998;3800;7501;asdb_2massj01093484-0800329_20201130_448.fit;asdb_2massj01093484-0800329_20201130_448.png;1615213573;
0;2massj01093484-0800329;2020-12-08;0:56;59191.456;VLZ;SSO-FR;980;3801;7501;asdb_2massj01093484-0800329_20201208_456.fit;asdb_2massj01093484-0800329_20201208_456.png;1615213573;
0;2massj01093484-0800329;2020-12-09;0:01;59192.834;PAD;KOL-SK;956;4200;7590;asdb_2massj01093484-0800329_20201209_834.fit;asdb_2massj01093484-0800329_20201209_834.png;1615213573;
0;2massj01093484-0800329;2020-12-12;8:34;59195.774;PAD;KOL-SK;1013;4000;7590;asdb_2massj01093484-0800329_20201212_774.fit;asdb_2massj01093484-0800329_20201212_774.png;1615213573;
0;2massj07363415+6538548;2020-12-06;1:00;59189.875;PAD;KOL-SK;880;4000;7590;asdb_2massj07363415+6538548_20201206_875.fit;asdb_2massj07363415+6538548_20201206_875.png;1615213573;
0;agdra;2013-04-03;2:01;56385.084;BUI;CAS-FR;613;3782;7575;asdb_agdra_20130403_084.fit;asdb_agdra_20130403_084.png;1615213573;
0;agdra;2014-03-20;0:56;56736.039;JMO;CAL-FR;610;3910;7380;asdb_agdra_20140320_039.fit;asdb_agdra_20140320_039.png;1615213573;
0;agdra;2014-03-23;3:25;56739.976;DBO;WCO-UK;663;3700;7550;asdb_agdra_20140323_976.fit;asdb_agdra_20140323_976.png;1615213573;
0;agdra;2014-03-23;3:46;56739.991;BUI;CAS-FR;665;3603;8698;asdb_agdra_20140323_990.fit;asdb_agdra_20140323_990.png;1615213573;
0;agdra;2014-03-28;3:22;56744.974;OGA;CAL-FR;702;3602;7599;asdb_agdra_20140328_973.fit;asdb_agdra_20140328_973.png;1615213573;
0;agdra;2014-04-03;4:58;56750.207;LES;MRO-CA;1330;4025;7480;asdb_agdra_20140403_207.fit;asdb_agdra_20140403_207.png;1615213573;
0;agdra;2014-04-06;2:41;56753.946;REV;OHP-FR;634;3874;7442;asdb_agdra_20140406_945.fit;asdb_agdra_20140406_945.png;1615213573;
0;agdra;2014-04-17;0:30;56764.021;JMO;CAL-FR;600;3886;7569;asdb_agdra_20140417_021.fit;asdb_agdra_20140417_021.png;1615213573;
0;agdra;2014-04-17;1:21;56764.89;BUI;CAS-FR;2156;5748;6653;asdb_agdra_20140417_890.fit;asdb_agdra_20140417_890.png;1615213573;
0;agdra;2014-05-03;3:16;56780.97;JGF;SMM-SP;761;3981;7558;asdb_agdra_20140503_969.fit;asdb_agdra_20140503_969.png;1615213573;
0;agdra;2014-05-04;1:39;56781.902;JMO;CAL-FR;651;3945;7390;asdb_agdra_20140504_902.fit;asdb_agdra_20140504_902.png;1615213573;
0;agdra;2014-05-15;1:21;56792.89;JMO;CAL-FR;637;3868;7383;asdb_agdra_20140515_889.fit;asdb_agdra_20140515_889.png;1615213573;
0;agdra;2014-11-15;6:43;56976.28;PSO;TAT-HU;526;3732;7235;asdb_agdra_20141115_280.fit;asdb_agdra_20141115_280.png;1615213573;
0;agdra;2014-12-13;5:57;57004.248;PSO;TAT-HU;497;3742;7244;asdb_agdra_20141213_248.fit;asdb_agdra_20141213_248.png;1615213573;
0;agdra;2015-01-26;0:45;57048.865;PSO;TAT-HU;523;3646;7938;asdb_agdra_20150126_864.fit;asdb_agdra_20150126_864.png;1615213573;
0;agdra;2015-02-14;3:02;57067.96;PSO;TAT-HU;533;3650;7924;asdb_agdra_20150214_960.fit;asdb_agdra_20150214_960.png;1615213573;
0;agdra;2015-03-07;1:23;57088.058;PSO;TAT-HU;529;3650;7924;asdb_agdra_20150307_057.fit;asdb_agdra_20150307_057.png;1615213573;
0;agdra;2015-03-20;2:37;57101.943;PSO;TAT-HU;3677;6036;6763;asdb_agdra_20150320_942.fit;asdb_agdra_20150320_942.png;1615213573;
0;agdra;2015-03-24;7:56;57105.331;LES;MRO-CA;8790;5999;7102;asdb_agdra_20150324_330.fit;asdb_agdra_20150324_330.png;1615213573;
0;agdra;2015-03-29;0:19;57110.013;PSO;TAT-HU;2384;4747;5481;asdb_agdra_20150329_013.fit;asdb_agdra_20150329_013.png;1615213573;
0;agdra;2015-04-12;0:27;57124.019;BUI;CAS-FR;11000;4278;7360;asdb_agdra_20150412_018.fit;asdb_agdra_20150412_018.png;1615213573;
0;agdra;2015-04-12;0:17;57124.845;FTE;ORS-FR;11000;4210;7163;asdb_agdra_20150412_845.fit;asdb_agdra_20150412_845.png;1615213573;
0;agdra;2015-04-12;2:48;57124.95;JGF;SMM-SP;1061;3808;7444;asdb_agdra_20150412_950.fit;asdb_agdra_20150412_950.png;1615213573;
0;agdra;2015-04-13;1:02;57125.877;BUI;CAS-FR;11000;4278;7360;asdb_agdra_20150413_877.fit;asdb_agdra_20150413_877.png;1615213573;
0;agdra;2015-04-14;0:36;57126.025;BUI;CAS-FR;11000;4278;7360;asdb_agdra_20150414_025.fit;asdb_agdra_20150414_025.png;1615213573;
0;agdra;2015-04-18;1:47;57130.908;PSO;TAT-HU;16658;6498;6610;asdb_agdra_20150418_908.fit;asdb_agdra_20150418_908.png;1615213573;
0;agdra;2015-04-18;3:56;57130.997;PSO;TAT-HU;22644;6794;6896;asdb_agdra_20150418_997.fit;asdb_agdra_20150418_997.png;1615213573;
0;agdra;2015-04-19;3:28;57131.978;JMO;CAL-FR;632;3817;7388;asdb_agdra_20150419_978.fit;asdb_agdra_20150419_978.png;1615213573;
0;agdra;2015-04-21;1:17;57133.887;DBO;WCO-UK;806;3900;8101;asdb_agdra_20150421_887.fit;asdb_agdra_20150421_887.png;1615213573;
0;agdra;2015-04-21;3:18;57133.971;PSO;TAT-HU;13811;6772;6877;asdb_agdra_20150421_971.fit;asdb_agdra_20150421_971.png;1615213573;
0;agdra;2015-04-24;2:05;57136.921;PSO;TAT-HU;17995;6496;6608;asdb_agdra_20150424_920.fit;asdb_agdra_20150424_920.png;1615213573;
0;agdra;2015-05-11;0:52;57153.87;PSO;TAT-HU;17089;6502;6614;asdb_agdra_20150511_869.fit;asdb_agdra_20150511_869.png;1615213573;
0;agdra;2015-05-25;4:06;57167.587;DLI;JAD-CH;14791;6501;6612;asdb_agdra_20150525_587.fit;asdb_agdra_20150525_587.png;1615213573;
0;agdra;2015-05-29;1:48;57171.909;BER;BVO-IT;16534;6485;6641;asdb_agdra_20150529_908.fit;asdb_agdra_20150529_908.png;1615213573;
0;agdra;2015-06-02;0:30;57175.854;BER;BVO-IT;16095;6484;6643;asdb_agdra_20150602_854.fit;asdb_agdra_20150602_854.png;1615213573;
0;agdra;2015-06-02;2:24;57175.934;BER;BVO-IT;6076;6650;7119;asdb_agdra_20150602_933.fit;asdb_agdra_20150602_933.png;1615213573;
0;agdra;2015-06-03;5:09;57176.215;LES;MRO-CA;9193;6193;7287;asdb_agdra_20150603_214.fit;asdb_agdra_20150603_214.png;1615213573;
0;agdra;2015-06-03;1:45;57176.907;TLE;CHE-FR;11000;6498;6706;asdb_agdra_20150603_906.fit;asdb_agdra_20150603_906.png;1615213573;
0;agdra;2015-06-04;0:21;57177.015;DBO;WCO-UK;773;3901;7400;asdb_agdra_20150604_015.fit;asdb_agdra_20150604_015.png;1615213573;
0;agdra;2015-06-04;1:38;57177.902;TLE;CHE-FR;11000;6498;6706;asdb_agdra_20150604_901.fit;asdb_agdra_20150604_901.png;1615213573;
0;agdra;2015-06-05;1:03;57178.877;PSO;TAT-HU;12465;6776;6880;asdb_agdra_20150605_877.fit;asdb_agdra_20150605_877.png;1615213573;
0;agdra;2015-06-05;3:43;57178.988;PSO;TAT-HU;9964;6505;6617;asdb_agdra_20150605_988.fit;asdb_agdra_20150605_988.png;1615213573;
0;agdra;2015-06-11;2:45;57184.115;LES;MRO-CA;9000;6007;7108;asdb_agdra_20150611_114.fit;asdb_agdra_20150611_114.png;1615213573;
0;agdra;2015-06-12;1:02;57185.876;PSO;TAT-HU;12140;6509;6621;asdb_agdra_20150612_876.fit;asdb_agdra_20150612_876.png;1615213573;
0;agdra;2015-06-12;3:15;57185.969;PSO;TAT-HU;12702;6799;6902;asdb_agdra_20150612_969.fit;asdb_agdra_20150612_969.png;1615213573;
0;agdra;2015-06-13;2:27;57186.936;PSO;TAT-HU;8219;4845;4993;asdb_agdra_20150613_935.fit;asdb_agdra_20150613_935.png;1615213573;
0;agdra;2015-06-13;3:44;57186.989;PSO;TAT-HU;14335;6986;7082;asdb_agdra_20150613_989.fit;asdb_agdra_20150613_989.png;1615213573;
0;agdra;2015-06-19;2:36;57192.942;JGF;SMM-SP;882;3818;7432;asdb_agdra_20150619_942.fit;asdb_agdra_20150619_942.png;1615213573;
0;agdra;2015-06-21;0:55;57194.038;PSO;TAT-HU;12403;6503;6615;asdb_agdra_20150621_038.fit;asdb_agdra_20150621_038.png;1615213573;
0;agdra;2015-07-10;1:17;57213.887;PSO;TAT-HU;2700;4651;5381;asdb_agdra_20150710_887.fit;asdb_agdra_20150710_887.png;1615213573;
0;agdra;2015-07-10;2:37;57213.943;PSO;TAT-HU;3315;6386;7106;asdb_agdra_20150710_942.fit;asdb_agdra_20150710_942.png;1615213573;
0;agdra;2015-07-13;1:23;57216.891;JGF;SMM-SP;527;3846;7534;asdb_agdra_20150713_891.fit;asdb_agdra_20150713_891.png;1615213573;
0;agdra;2015-07-18;1:48;57221.909;JGF;SMM-SP;808;3855;7513;asdb_agdra_20150718_908.fit;asdb_agdra_20150718_908.png;1615213573;
0;agdra;2015-07-22;2:36;57225.942;DBO;WCO-UK;824;3900;7401;asdb_agdra_20150722_942.fit;asdb_agdra_20150722_942.png;1615213573;
0;agdra;2015-08-07;0:54;57241.871;PSO;TAT-HU;21230;6502;6613;asdb_agdra_20150807_870.fit;asdb_agdra_20150807_870.png;1615213573;
0;agdra;2015-08-09;3:34;57243.149;LES;MRO-CA;9000;6002;7104;asdb_agdra_20150809_149.fit;asdb_agdra_20150809_149.png;1615213573;
0;agdra;2015-09-25;1:28;57290.895;DBO;WCO-UK;839;3901;7401;asdb_agdra_20150925_894.fit;asdb_agdra_20150925_894.png;1615213573;
0;agdra;2015-10-24;4:12;57319.176;PSO;TAT-HU;502;4267;7189;asdb_agdra_20151024_175.fit;asdb_agdra_20151024_175.png;1615213573;
0;agdra;2015-10-24;2:08;57319.923;DBO;WCO-UK;847;3900;7400;asdb_agdra_20151024_922.fit;asdb_agdra_20151024_922.png;1615213573;
0;agdra;2015-10-31;4:26;57326.185;PSO;TAT-HU;2828;6386;7107;asdb_agdra_20151031_185.fit;asdb_agdra_20151031_185.png;1615213573;
0;agdra;2015-10-31;1:51;57326.911;JMO;CAL-FR;640;3777;7392;asdb_agdra_20151031_911.fit;asdb_agdra_20151031_911.png;1615213573;
0;agdra;2015-12-31;2:52;57387.12;PSO;TAT-HU;3643;6356;7075;asdb_agdra_20151231_119.fit;asdb_agdra_20151231_119.png;1615213573;
0;agdra;2016-01-23;2:48;57410.117;PSO;TAT-HU;18041;6795;6888;asdb_agdra_20160123_116.fit;asdb_agdra_20160123_116.png;1615213573;
0;agdra;2016-02-07;0:38;57425.027;PSO;TAT-HU;1821;4566;5286;asdb_agdra_20160207_026.fit;asdb_agdra_20160207_026.png;1615213573;
0;agdra;2016-02-07;1:46;57425.074;PSO;TAT-HU;2431;6384;7095;asdb_agdra_20160207_074.fit;asdb_agdra_20160207_074.png;1615213573;
0;agdra;2016-02-26;1:15;57444.886;PSO;TAT-HU;1912;4658;5382;asdb_agdra_20160226_885.fit;asdb_agdra_20160226_885.png;1615213573;
0;agdra;2016-02-27;0:36;57445.025;PSO;TAT-HU;2423;6432;7150;asdb_agdra_20160227_025.fit;asdb_agdra_20160227_025.png;1615213573;
0;agdra;2016-03-07;2:39;57454.944;DBO;WCO-UK;834;3900;7401;asdb_agdra_20160307_944.fit;asdb_agdra_20160307_944.png;1615213573;
0;agdra;2016-03-17;2:50;57464.952;DBO;WCO-UK;832;3901;7401;asdb_agdra_20160317_951.fit;asdb_agdra_20160317_951.png;1615213573;
0;agdra;2016-03-17;3:16;57464.97;PSO;TAT-HU;1969;4567;5291;asdb_agdra_20160317_969.fit;asdb_agdra_20160317_969.png;1615213573;
0;agdra;2016-03-18;2:08;57465.923;PSO;TAT-HU;2415;6367;7086;asdb_agdra_20160318_922.fit;asdb_agdra_20160318_922.png;1615213573;
0;agdra;2016-03-30;5:05;57477.212;LES;MRO-CA;9000;6000;7101;asdb_agdra_20160330_212.fit;asdb_agdra_20160330_212.png;1615213573;
0;agdra;2016-04-02;2:05;57480.921;PSO;TAT-HU;469;4167;7086;asdb_agdra_20160402_920.fit;asdb_agdra_20160402_920.png;1615213573;
0;agdra;2016-04-05;5:28;57483.228;LES;MRO-CA;6400;4263;5419;asdb_agdra_20160405_228.fit;asdb_agdra_20160405_228.png;1615213573;
0;agdra;2016-04-12;0:58;57490.874;DBO;WCO-UK;811;3900;7400;asdb_agdra_20160412_874.fit;asdb_agdra_20160412_874.png;1615213573;
0;agdra;2016-04-13;0:26;57491.852;SOL;AQL-IT;841;3730;7360;asdb_agdra_20160413_851.fit;asdb_agdra_20160413_851.png;1615213573;
0;agdra;2016-04-15;1:51;57493.911;FCA;PAG-SP;763;3787;7317;asdb_agdra_20160415_910.fit;asdb_agdra_20160415_910.png;1615213573;
0;agdra;2016-04-16;0:44;57494.864;PSO;TAT-HU;2441;6457;7178;asdb_agdra_20160416_864.fit;asdb_agdra_20160416_864.png;1615213573;
0;agdra;2016-04-16;1:41;57494.904;PSO;TAT-HU;1844;4500;5228;asdb_agdra_20160416_904.fit;asdb_agdra_20160416_904.png;1615213574;
0;agdra;2016-04-16;2:08;57494.923;FTE;ORS-FR;11000;4144;7162;asdb_agdra_20160416_922.fit;asdb_agdra_20160416_922.png;1615213574;
0;agdra;2016-04-17;2:51;57495.952;DBO;WCO-UK;814;3900;7400;asdb_agdra_20160417_952.fit;asdb_agdra_20160417_952.png;1615213574;
0;agdra;2016-04-18;0:28;57496.853;FTE;ORS-FR;11000;4144;7162;asdb_agdra_20160418_853.fit;asdb_agdra_20160418_853.png;1615213574;
0;agdra;2016-04-19;0:16;57497.845;PSO;TAT-HU;1914;4517;5244;asdb_agdra_20160419_844.fit;asdb_agdra_20160419_844.png;1615213574;
0;agdra;2016-04-19;1:34;57497.899;BER;BVO-IT;5450;6655;7129;asdb_agdra_20160419_899.fit;asdb_agdra_20160419_899.png;1615213574;
0;agdra;2016-04-19;1:54;57497.913;PSO;TAT-HU;2540;6480;7201;asdb_agdra_20160419_913.fit;asdb_agdra_20160419_913.png;1615213574;
0;agdra;2016-04-20;1:55;57498.08;PSO;TAT-HU;2546;6442;7162;asdb_agdra_20160420_080.fit;asdb_agdra_20160420_080.png;1615213574;
0;agdra;2016-04-20;0:21;57498.848;PSO;TAT-HU;1849;4529;5257;asdb_agdra_20160420_848.fit;asdb_agdra_20160420_848.png;1615213574;
0;agdra;2016-04-20;0:55;57498.872;PSO;TAT-HU;2532;6475;7189;asdb_agdra_20160420_872.fit;asdb_agdra_20160420_872.png;1615213574;
0;agdra;2016-04-21;0:19;57499.014;PSO;TAT-HU;2523;6475;7189;asdb_agdra_20160421_013.fit;asdb_agdra_20160421_013.png;1615213574;
0;agdra;2016-04-21;1:01;57499.876;PSO;TAT-HU;2424;6462;7183;asdb_agdra_20160421_875.fit;asdb_agdra_20160421_875.png;1615213574;
0;agdra;2016-04-21;2:30;57499.938;PSO;TAT-HU;1900;4553;5279;asdb_agdra_20160421_937.fit;asdb_agdra_20160421_937.png;1615213574;
0;agdra;2016-04-23;1:39;57501.902;FTE;ORS-FR;11000;4144;7162;asdb_agdra_20160423_902.fit;asdb_agdra_20160423_902.png;1615213574;
0;agdra;2016-04-25;0:04;57503.003;PCA;LEC-IT;505;3702;7299;asdb_agdra_20160425_002.fit;asdb_agdra_20160425_002.png;1615213574;
0;agdra;2016-04-25;0:01;57503.835;SOL;AQL-IT;883;3578;7398;asdb_agdra_20160425_834.fit;asdb_agdra_20160425_834.png;1615213574;
0;agdra;2016-04-27;0:57;57505.873;FTE;ORS-FR;11000;4144;7162;asdb_agdra_20160427_873.fit;asdb_agdra_20160427_873.png;1615213574;
0;agdra;2016-04-27;2:09;57505.923;AJW;YAT-UK;11367;6475;6633;asdb_agdra_20160427_923.fit;asdb_agdra_20160427_923.png;1615213574;
0;agdra;2016-04-28;0:59;57506.874;FTE;ORS-FR;11000;4144;7162;asdb_agdra_20160428_874.fit;asdb_agdra_20160428_874.png;1615213574;
0;agdra;2016-04-28;1:27;57506.894;JGF;SMM-SP;982;3832;7439;asdb_agdra_20160428_893.fit;asdb_agdra_20160428_893.png;1615213574;
0;agdra;2016-04-29;1:32;57507.898;OGA;OTO-FR;30000;4178;7314;asdb_agdra_20160429_897.fit;asdb_agdra_20160429_897.png;1615213574;
0;agdra;2016-04-29;2:14;57507.926;PSO;TAT-HU;2297;6466;7186;asdb_agdra_20160429_926.fit;asdb_agdra_20160429_926.png;1615213574;
0;agdra;2016-04-29;2:25;57507.935;DBO;WCO-UK;849;3900;7400;asdb_agdra_20160429_934.fit;asdb_agdra_20160429_934.png;1615213574;
0;agdra;2016-04-29;3:33;57507.982;PSO;TAT-HU;1699;4542;5270;asdb_agdra_20160429_981.fit;asdb_agdra_20160429_981.png;1615213574;
0;agdra;2016-04-30;2:08;57508.922;FCA;PAG-SP;738;3768;7298;asdb_agdra_20160430_922.fit;asdb_agdra_20160430_922.png;1615213574;
0;agdra;2016-04-30;2:32;57508.939;DBO;WCO-UK;829;3900;7400;asdb_agdra_20160430_939.fit;asdb_agdra_20160430_939.png;1615213574;
0;agdra;2016-05-01;0:48;57509.867;FTE;ORS-FR;11000;4144;7162;asdb_agdra_20160501_867.fit;asdb_agdra_20160501_867.png;1615213574;
0;agdra;2016-05-02;2:48;57510.95;DBO;WCO-UK;812;3901;7401;asdb_agdra_20160502_950.fit;asdb_agdra_20160502_950.png;1615213574;
0;agdra;2016-05-03;0:54;57511.871;FTE;ORS-FR;11000;4144;7162;asdb_agdra_20160503_870.fit;asdb_agdra_20160503_870.png;1615213574;
0;agdra;2016-05-06;2:51;57514.119;LES;MRO-CA;6500;4263;5418;asdb_agdra_20160506_119.fit;asdb_agdra_20160506_119.png;1615213574;
0;agdra;2016-05-06;6:38;57514.277;LES;MRO-CA;9000;5997;7098;asdb_agdra_20160506_276.fit;asdb_agdra_20160506_276.png;1615213574;
0;agdra;2016-05-06;1:03;57514.877;PSO;TAT-HU;1910;4569;5297;asdb_agdra_20160506_877.fit;asdb_agdra_20160506_877.png;1615213574;
0;agdra;2016-05-12;1:26;57520.893;DBO;WCO-UK;776;3900;7400;asdb_agdra_20160512_893.fit;asdb_agdra_20160512_893.png;1615213574;
0;agdra;2016-05-14;0:44;57522.864;FTE;ORS-FR;11000;4144;7162;asdb_agdra_20160514_864.fit;asdb_agdra_20160514_864.png;1615213574;
0;agdra;2016-05-15;9:33;57523.815;PSO;TAT-HU;1735;4572;5300;asdb_agdra_20160515_815.fit;asdb_agdra_20160515_815.png;1615213574;
0;agdra;2016-05-15;0:45;57523.865;PSO;TAT-HU;2454;6376;7096;asdb_agdra_20160515_865.fit;asdb_agdra_20160515_865.png;1615213574;
0;agdra;2016-05-16;1:15;57524.052;PSO;TAT-HU;2379;6376;7097;asdb_agdra_20160516_052.fit;asdb_agdra_20160516_052.png;1615213574;
0;agdra;2016-05-16;9:57;57524.832;PSO;TAT-HU;2553;6460;7181;asdb_agdra_20160516_831.fit;asdb_agdra_20160516_831.png;1615213574;
0;agdra;2016-05-16;1:00;57524.876;PSO;TAT-HU;1902;4542;5270;asdb_agdra_20160516_875.fit;asdb_agdra_20160516_875.png;1615213574;
0;agdra;2016-05-16;2:14;57524.927;DBO;WCO-UK;751;3901;7401;asdb_agdra_20160516_926.fit;asdb_agdra_20160516_926.png;1615213574;
0;agdra;2016-05-20;0:05;57528.837;PSO;TAT-HU;2460;6461;7181;asdb_agdra_20160520_837.fit;asdb_agdra_20160520_837.png;1615213574;
0;agdra;2016-05-20;1:21;57528.89;PSO;TAT-HU;1880;4542;5270;asdb_agdra_20160520_889.fit;asdb_agdra_20160520_889.png;1615213574;
0;agdra;2016-05-21;9:48;57529.825;PSO;TAT-HU;1762;4522;5250;asdb_agdra_20160521_825.fit;asdb_agdra_20160521_825.png;1615213574;
0;agdra;2016-05-21;0:44;57529.864;PSO;TAT-HU;2449;6455;7175;asdb_agdra_20160521_864.fit;asdb_agdra_20160521_864.png;1615213574;
0;agdra;2016-05-22;9:57;57530.831;PSO;TAT-HU;2389;6455;7174;asdb_agdra_20160522_831.fit;asdb_agdra_20160522_831.png;1615213574;
0;agdra;2016-05-22;1:07;57530.88;PSO;TAT-HU;1811;4556;5283;asdb_agdra_20160522_880.fit;asdb_agdra_20160522_880.png;1615213574;
0;agdra;2016-05-23;4:50;57531.202;LES;MRO-CA;6400;4267;5421;asdb_agdra_20160523_201.fit;asdb_agdra_20160523_201.png;1615213574;
0;agdra;2016-05-24;2:30;57532.938;DBO;WCO-UK;814;3900;7400;asdb_agdra_20160524_937.fit;asdb_agdra_20160524_937.png;1615213574;
0;agdra;2016-05-26;0:02;57534.835;PSO;TAT-HU;2320;6449;7169;asdb_agdra_20160526_835.fit;asdb_agdra_20160526_835.png;1615213574;
0;agdra;2016-05-26;1:48;57534.909;PSO;TAT-HU;1834;4526;5254;asdb_agdra_20160526_908.fit;asdb_agdra_20160526_908.png;1615213574;
0;agdra;2016-05-28;1:31;57536.897;PSO;TAT-HU;2503;6454;7174;asdb_agdra_20160528_897.fit;asdb_agdra_20160528_897.png;1615213574;
0;agdra;2016-05-28;2:09;57536.924;PSO;TAT-HU;1899;4541;5270;asdb_agdra_20160528_923.fit;asdb_agdra_20160528_923.png;1615213574;
0;agdra;2016-05-29;2:18;57537.93;DBO;WCO-UK;760;3900;7401;asdb_agdra_20160529_929.fit;asdb_agdra_20160529_929.png;1615213574;
0;agdra;2016-06-05;2:44;57544.948;DBO;WCO-UK;690;3900;7400;asdb_agdra_20160605_947.fit;asdb_agdra_20160605_947.png;1615213574;
0;agdra;2016-06-06;0:07;57545.838;PSO;TAT-HU;2379;6470;7192;asdb_agdra_20160606_838.fit;asdb_agdra_20160606_838.png;1615213574;
0;agdra;2016-06-06;1:54;57545.913;PSO;TAT-HU;1705;4584;5312;asdb_agdra_20160606_912.fit;asdb_agdra_20160606_912.png;1615213574;
0;agdra;2016-06-07;1:55;57546.914;JGF;SMM-SP;908;3812;7418;asdb_agdra_20160607_913.fit;asdb_agdra_20160607_913.png;1615213574;
0;agdra;2016-06-17;0:53;57556.87;SOL;AQL-IT;967;3701;7360;asdb_agdra_20160617_870.fit;asdb_agdra_20160617_870.png;1615213574;
0;agdra;2016-06-18;1:39;57557.902;PSO;TAT-HU;2446;6459;7180;asdb_agdra_20160618_902.fit;asdb_agdra_20160618_902.png;1615213574;
0;agdra;2016-06-18;3:05;57557.962;PSO;TAT-HU;1840;4547;5276;asdb_agdra_20160618_962.fit;asdb_agdra_20160618_962.png;1615213574;
0;agdra;2016-06-25;3:46;57564.991;JGF;SMM-SP;970;3728;7439;asdb_agdra_20160625_990.fit;asdb_agdra_20160625_990.png;1615213574;
0;agdra;2016-06-30;0:02;57569.002;PCA;LEC-IT;481;3701;7401;asdb_agdra_20160630_001.fit;asdb_agdra_20160630_001.png;1615213574;
0;agdra;2016-07-01;1:02;57570.877;PSO;TAT-HU;2531;6453;7174;asdb_agdra_20160701_876.fit;asdb_agdra_20160701_876.png;1615213574;
0;agdra;2016-07-01;2:08;57570.922;PSO;TAT-HU;1850;4547;5275;asdb_agdra_20160701_922.fit;asdb_agdra_20160701_922.png;1615213574;
0;agdra;2016-07-03;0:22;57572.015;JGF;SMM-SP;987;3815;7458;asdb_agdra_20160703_015.fit;asdb_agdra_20160703_015.png;1615213574;
0;agdra;2016-07-03;2:54;57572.954;DBO;WCO-UK;744;3901;7400;asdb_agdra_20160703_954.fit;asdb_agdra_20160703_954.png;1615213574;
0;agdra;2016-07-05;0:02;57574.002;PCA;LEC-IT;520;3701;7399;asdb_agdra_20160705_001.fit;asdb_agdra_20160705_001.png;1615213574;
0;agdra;2016-07-09;2:50;57578.951;FBO;SJI-FR;2200;3901;7401;asdb_agdra_20160709_951.fit;asdb_agdra_20160709_951.png;1615213574;
0;agdra;2016-07-09;2:51;57578.953;JGF;SMM-SP;1071;3739;7446;asdb_agdra_20160709_952.fit;asdb_agdra_20160709_952.png;1615213574;
0;agdra;2016-07-16;1:30;57585.896;JGF;SMM-SP;1028;3785;7439;asdb_agdra_20160716_896.fit;asdb_agdra_20160716_896.png;1615213574;
0;agdra;2016-07-20;0:13;57589.842;PSO;TAT-HU;2538;6459;7180;asdb_agdra_20160720_842.fit;asdb_agdra_20160720_842.png;1615213574;
0;agdra;2016-07-30;1:11;57599.883;JGF;SMM-SP;993;3715;7430;asdb_agdra_20160730_883.fit;asdb_agdra_20160730_883.png;1615213574;
0;agdra;2016-08-06;9:35;57606.816;PSO;TAT-HU;2513;6447;7167;asdb_agdra_20160806_816.fit;asdb_agdra_20160806_816.png;1615213574;
0;agdra;2016-08-06;0:57;57606.874;PSO;TAT-HU;1873;4543;5272;asdb_agdra_20160806_873.fit;asdb_agdra_20160806_873.png;1615213574;
0;agdra;2016-08-14;0:46;57614.032;CBO;OHP-FR;507;3800;7570;asdb_agdra_20160814_032.fit;asdb_agdra_20160814_032.png;1615213574;
0;agdra;2016-08-23;2:37;57623.943;DBO;WCO-UK;763;3900;7400;asdb_agdra_20160823_942.fit;asdb_agdra_20160823_942.png;1615213574;
0;agdra;2016-08-25;0:16;57625.845;FCA;PAG-SP;720;3838;7367;asdb_agdra_20160825_844.fit;asdb_agdra_20160825_844.png;1615213574;
0;agdra;2016-09-07;8:56;57638.789;PSO;TAT-HU;2465;6440;7159;asdb_agdra_20160907_789.fit;asdb_agdra_20160907_789.png;1615213574;
0;agdra;2016-09-07;1:17;57638.887;PSO;TAT-HU;1876;4539;5267;asdb_agdra_20160907_886.fit;asdb_agdra_20160907_886.png;1615213574;
0;agdra;2016-09-26;8:19;57657.764;PSO;TAT-HU;1727;4550;5279;asdb_agdra_20160926_763.fit;asdb_agdra_20160926_763.png;1615213574;
0;agdra;2016-09-26;9:38;57657.819;PSO;TAT-HU;2459;6438;7158;asdb_agdra_20160926_818.fit;asdb_agdra_20160926_818.png;1615213574;
0;agdra;2016-10-06;2:25;57667.934;JMO;CAL-FR;685;3703;7396;asdb_agdra_20161006_934.fit;asdb_agdra_20161006_934.png;1615213574;
0;agdra;2016-11-13;8:44;57705.781;PSO;TAT-HU;2396;6441;7158;asdb_agdra_20161113_780.fit;asdb_agdra_20161113_780.png;1615213574;
0;agdra;2016-11-26;8:06;57718.754;PSO;TAT-HU;2419;6473;7191;asdb_agdra_20161126_754.fit;asdb_agdra_20161126_754.png;1615213574;
0;agdra;2016-12-29;3:33;57751.148;PSO;TAT-HU;1801;4552;5284;asdb_agdra_20161229_148.fit;asdb_agdra_20161229_148.png;1615213574;
0;agdra;2016-12-29;4:16;57751.178;PSO;TAT-HU;2547;6437;7161;asdb_agdra_20161229_178.fit;asdb_agdra_20161229_178.png;1615213574;
0;agdra;2017-01-13;8:58;57766.791;DBO;WCO-UK;740;3901;7380;asdb_agdra_20170113_790.fit;asdb_agdra_20170113_790.png;1615213574;
0;agdra;2017-01-21;2:17;57774.096;PSO;TAT-HU;730;4232;7193;asdb_agdra_20170121_095.fit;asdb_agdra_20170121_095.png;1615213574;
